SUPER_OPEID,mr_kq5_pq1,mr_ktop1_pq1,par_median,par_q1,par_q2,par_q3,par_q4,par_q5,par_top5pc,par_top1pc,k_median,k_top5pc,k_top1pc
22724,0.0047106482,1.4214513e-4,29300,0.41119552,0.29819825,0.1357154,0.1301457,0.02474509,5.1953539e-4,5.1953539e-4,17000,0.003275279,2.8289107e-4
1425,0.008899264,1.3989315e-4,94900,0.043887377,0.11044176,0.17664379,0.29957056,0.36945647,0.042301103,0.0056478903,45000,0.045985501,0.010075916
1470,0.014721945,3.6484472e-4,65300,0.14659899,0.18643217,0.23861235,0.26174951,0.16660696,0.026574528,0.0034295255,25700,0.021953678,0.0027417412
7275,0.009931176,5.8350222e-5,58100,0.16253282,0.1893428,0.3007023,0.28557557,0.061846536,0.010328432,8.5448072e-4,27100,0.018583024,7.5707457e-4
11133,0.022192212,0.0038087759,59900,0.15435266,0.21179488,0.2837823,0.25402251,0.096047483,0.0064039859,6.4223714e-4,27100,0.040994361,0.0074133235
1674,0.009658183,0,100100,0.03730486,0.079846859,0.16011924,0.32110539,0.40162379,0.06215591,0.005102078,44800,0.067840762,0.0096983574
80,0.0082757585,2.354083e-5,75600,0.096413553,0.14281352,0.24166933,0.31498006,0.20412359,0.021667562,0.0024654032,31400,0.019434107,0.0026288894
1963,0.015209559,1.7009361e-4,69700,0.14080454,0.17051028,0.22153223,0.27335548,0.19379745,0.029808486,0.0038033952,33800,0.028654641,0.0040143821
3708,0.010012529,0,90700,0.052225251,0.10512462,0.22760673,0.26203376,0.35300973,0.084445722,0.0074757794,39600,0.035920706,0.013289572
2259,0.011686578,1.0224199e-5,98400,0.061472073,0.10183222,0.15672736,0.27339089,0.40657747,0.060436159,0.0075168675,38500,0.042256918,0.0074170358
2145,0.013295866,0,81600,0.075436167,0.13108708,0.21532145,0.30910739,0.26904789,0.044736963,0.006165456,34400,0.060814053,0.01221815
2651,0.021399237,3.4818798e-4,47200,0.22382048,0.25846061,0.23199134,0.18605873,0.09966889,0.015644662,0.0018616323,27500,0.032033257,0.0046594297
3155,0.026414393,3.6983787e-5,45500,0.23353475,0.25384709,0.24850596,0.20512176,0.058990449,0.011479706,0.0037553245,30300,0.038935628,0.0079913344
3193,0.019505963,1.8882609e-5,74600,0.10578898,0.1237062,0.24287169,0.30310199,0.22453114,0.04204379,0.0039622169,37300,0.050506689,0.0044086794
3748,0.025636859,0,35800,0.37020293,0.24464409,0.20129757,0.12907526,0.054780237,0.0040239203,5.2922103e-4,24200,0.0057683624,0.0030136714
3259,0.007069828,0.0010984654,93900,0.044532068,0.10369286,0.19867173,0.28008887,0.37301457,0.097562738,0.022081083,33300,0.048703223,0.010179953
3775,0.019227237,2.3150316e-5,85900,0.068264976,0.11436328,0.2012991,0.32335398,0.29271877,0.04590442,0.0064202202,41700,0.060390603,0.0063780369
3929,0.027820466,0,54500,0.18121919,0.24206889,0.28060985,0.20316318,0.092938945,0.012640697,3.3085266e-4,27800,0.043087069,0.0049814545
1487,0.011483468,4.5605109e-5,113100,0.047560938,0.1106654,0.12231676,0.21242981,0.50702703,0.19953573,0.05307392,38800,0.072631739,0.016474923
68,0.020262921,0,53100,0.19131513,0.24359381,0.2302108,0.22009608,0.11478426,0.012542277,0.0029589345,30600,0.027398473,0.0014890751
8855,0.014374515,1.7640274e-5,32500,0.3440536,0.29253653,0.16495869,0.1401723,0.058278944,0.0021676212,4.5075103e-5,20800,0.0062244614,1.7640274e-5
3848,0.01235362,2.279854e-5,93300,0.059073351,0.095309764,0.16072083,0.31896877,0.36592734,0.11763548,0.022895299,40500,0.062823988,0.011131575
3321,0.010094229,3.0633016e-4,74800,0.081304699,0.15166372,0.25039953,0.32270306,0.19392899,0.023888664,0.0042743483,34600,0.026107589,0.0028472119
1477,0.017097075,1.7366777e-4,61100,0.14622974,0.22622837,0.23578802,0.22424266,0.16751114,0.036500178,0.0058262595,29900,0.020996723,0.0024653743
5001,0.015954733,2.8606699e-4,84300,0.084483303,0.12362928,0.19428931,0.31670436,0.28089371,0.039517812,0.0062478338,34400,0.046516147,0.0055046836
1197,0.031190863,7.0794212e-4,51600,0.21975967,0.23381616,0.20055769,0.17230776,0.17355867,0.029556336,0.0034022904,28300,0.035636961,0.0033882009
10387,0.047745954,7.065325e-4,29200,0.40920174,0.2875343,0.15483689,0.10214154,0.046285599,0.0056908308,6.9665944e-4,25700,0.015879298,0.0012897613
21661,0.025575977,1.4383771e-4,47200,0.25470054,0.21204711,0.23069808,0.21464834,0.087905787,0.0088633727,9.8706165e-4,23800,0.022416471,0.0017538028
1675,0.010504249,2.5137022e-4,91700,0.05890109,0.10712155,0.17966703,0.31623623,0.33807409,0.047919076,0.0047222762,34500,0.033985522,0.0036025965
2926,0.038773548,5.5937761e-7,37400,0.3210327,0.24686012,0.20806468,0.16146985,0.062572628,0,0,31000,0.0094558494,3.1324878e-4
3262,0.0093476037,8.318849e-5,98100,0.027147356,0.087089568,0.17041993,0.32028607,0.39505708,0.082429446,0.016050318,50900,0.086398967,0.019195549
1676,0.016476316,4.8868285e-5,100200,0.047116987,0.074734867,0.14689668,0.32478684,0.40646458,0.092352845,0.017193377,48500,0.073796757,0.0050494177
2718,0.013689324,9.9789693e-5,91400,0.05035124,0.09180297,0.21744885,0.28886598,0.35153097,0.069444254,0.016928185,47500,0.060835153,0.0074909641
2927,0.0063649565,3.7003716e-5,146000,0.020629592,0.047432169,0.097863033,0.17212591,0.66194928,0.29225561,0.067646362,47300,0.11685187,0.022861997
1479,0.034791574,9.6058659e-4,92400,0.072243504,0.12332027,0.17984867,0.2369988,0.38758877,0.11482009,0.014424954,65600,0.1873654,0.019300984
2146,0.010786374,5.1928428e-4,120500,0.039237924,0.073039487,0.12237465,0.2170167,0.54833132,0.24336566,0.066375889,44800,0.11827476,0.018694319
5596,0.023928825,9.6435499e-5,50200,0.20666222,0.25288346,0.23626396,0.20494722,0.099243306,0.013200872,0.0014729291,26500,0.033757944,0.0029502225
2147,0.018747658,2.72042e-5,93400,0.055309255,0.14763653,0.16411529,0.24242544,0.39051348,0.067003414,0.012984347,46600,0.030856779,0.003136473
1563,0.014061822,0.0020797539,67500,0.12578648,0.19162996,0.24972405,0.26772586,0.16513361,0.033804327,0.0078558857,29200,0.026504176,0.004046238
3709,0.015035091,4.7707228e-5,84000,0.071854308,0.13248706,0.20360911,0.28264785,0.30940169,0.062890984,0.011192085,40700,0.063842133,0.0056476374
1564,0.018005462,0.0035348041,175700,0.036100194,0.066468887,0.092586413,0.12645225,0.67839229,0.43500996,0.16779459,67800,0.3317872,0.1281234
10542,0.0022986066,3.7844773e-5,55300,0.20994507,0.23149706,0.20910865,0.21880835,0.13064085,0.027504865,0.0038509832,14500,0.0014752467,9.1975479e-4
21732,0.010763849,7.7535133e-6,43000,0.26611945,0.26364782,0.18278691,0.14114662,0.14629926,0.034743678,0.0098874904,12700,5.7428225e-4,4.4373338e-4
8178,8.2090053e-5,8.2090053e-5,76000,0.087379225,0.15040296,0.22460754,0.30383822,0.23377216,0.028142247,5.0522102e-4,13200,7.0180773e-4,4.9647526e-4
9459,0,0,52200,0.21503705,0.22266096,0.28078356,0.20302701,0.078491382,0.023684237,6.7998614e-4,11300,9.8063274e-6,9.8063274e-6
21796,0.0086232843,2.3820209e-4,53500,0.16924217,0.18782006,0.25945961,0.30556145,0.07791663,0.016862052,0.0032797519,18800,0.0046592555,8.9609611e-4
1927,0.0073185368,4.5168307e-4,80100,0.057322424,0.12305,0.25551552,0.34704086,0.21707128,0.026424244,0.0023749829,37500,0.040149245,0.0060045179
2148,0.014197784,4.1222898e-5,108400,0.03760685,0.081013873,0.15193294,0.24748763,0.48195869,0.14743717,0.034413323,47500,0.078042179,0.010646078
1015,0.023830872,5.7861449e-5,59300,0.19608748,0.17398095,0.2834411,0.22320154,0.12328892,0.021267803,0.0030876214,26500,0.013565257,0.0024712686
10684,0.01268109,2.6933721e-4,72400,0.12134389,0.16213065,0.2291379,0.29654801,0.19083953,0.018169349,0.0028572693,30900,0.020336825,0.0025635352
3432,0.001567531,0,94700,0.057901051,0.12057947,0.16076064,0.3401508,0.32060802,0.094872221,0.018671656,37400,0.078291535,0.017566003
7107,0.032910001,1.7375345e-6,43000,0.2528612,0.27406269,0.21648525,0.14495763,0.1116333,0.014320457,0.0027855476,28400,0.023334077,0.0023854359
1678,0.018272847,3.4991108e-4,76500,0.094731174,0.14238934,0.23175235,0.3821485,0.14897862,0.021341706,0.010743777,41300,0.038430497,0.0093867667
2463,0.0095689874,4.6965e-5,73800,0.067093924,0.15333518,0.25880867,0.29341209,0.22735003,0.06535998,0.012029015,33200,0.0514342,0.011403175
30032,0.01690633,3.8638354e-5,27700,0.43360263,0.30529931,0.13302819,0.097192958,0.030876856,0.0083769839,0.00169087,19200,1.880031e-4,1.880031e-4
3776,0.0098075103,1.6790944e-5,82100,0.078344263,0.12448382,0.21025465,0.34179708,0.24512017,0.022742882,0.0021171158,32300,0.035781451,0.0024018111
8155,0.0051437938,1.0708801e-5,100200,0.06618242,0.093738332,0.17028965,0.23878428,0.43100536,0.14642268,0.026111623,27000,0.035685457,0.0036544395
1385,0.015773047,0.0020574734,151500,0.024959581,0.047783971,0.078575969,0.15422675,0.69445372,0.3224054,0.082944252,69900,0.28996953,0.084178589
222,0.033313226,4.1174417e-4,87000,0.095446497,0.15874472,0.18062767,0.20275038,0.36243075,0.1149844,0.026166873,48200,0.1141833,0.015349375
11112,0.0252064,8.0623991e-5,76300,0.111849,0.16764905,0.20394582,0.20179865,0.31475767,0.095812015,0.022184094,28200,0.048109468,0.0050088712
2866,0.036484793,8.1943226e-4,79800,0.1286495,0.15812391,0.17953499,0.20207077,0.33162078,0.095891625,0.018414009,36700,0.093232237,0.011223627
1003,0.0071953624,8.4555984e-5,63500,0.16254693,0.19524884,0.23277427,0.24433824,0.16509181,0.020135665,0.0023254703,26300,0.029654352,0.004370715
2928,0.024320804,0.001009185,41400,0.25220099,0.2896086,0.22405723,0.16788846,0.066244714,0.0077892519,0.0012194336,28700,0.017655967,0.0015609001
7640,0.018817434,2.3946447e-4,51600,0.2166733,0.22693618,0.25759366,0.20822799,0.090568811,0.0070977323,4.2722444e-4,24400,0.017822649,9.6708024e-4
8597,0.015292063,0.0016872584,66000,0.17682511,0.18839191,0.19554558,0.25016004,0.18907726,0.035585232,0.0085359961,23400,0.026723344,0.0035344628
2610,0.024379453,0,73300,0.12820391,0.18708614,0.18646649,0.24856281,0.24968073,0.038827837,0.0064556351999999996,40400,0.0453116,0.0020716172
2260,0.01697208,1.8251393e-4,82500,0.091469407,0.13186722,0.20329767,0.29249948,0.28086621,0.044105317,0.0064962083,42400,0.071723916,0.0078226384
3711,0.016068542,1.7094622e-5,71100,0.11282829,0.17546266,0.21818276,0.2574054,0.23612091,0.066648066,0.011261962,37000,0.036306616,0.0032735898
7532,0.013223222,3.5507273e-4,69100,0.11261027,0.16321324,0.26741827,0.31611782,0.14064044,0.017011786,0.0031312695,29200,0.014889106,0.0023109911
2150,0.023498505,1.8988092e-5,55800,0.18575293,0.2460458,0.21218158,0.20590255,0.15011707,0.031409986,0.0081099467,27800,0.018168839,1.2347981e-4
2184,0.017469816,2.2115824e-5,89500,0.056541305,0.11083756,0.19683674,0.31901899,0.31676543,0.034381267,0.0039992006,45000,0.04052639,0.0037110699
7893,0.015132731,5.9557995e-5,100900,0.047652148,0.08862485,0.17276774,0.26337454,0.42758074,0.10259704,0.018759901,40300,0.0525539,0.011820564
6777,0.018682133,1.5121342e-5,55700,0.16455267,0.22160104,0.29417735,0.21460983,0.1050591,0.02154066,0.0061021377,26000,0.027566729,0.0032274642
3990,0.014684206,4.221215e-6,43900,0.2759634,0.24040185,0.21441831,0.18232164,0.086894885,0.011489794,5.6175224e-4,23700,0.0090140188,0.0010401895
1480,0.032663293,9.1717916e-4,57000,0.15397835000000001,0.24432582,0.22032955,0.18805216,0.19331411,0.029322583,0.0020564513,39300,0.083121195,0.0098298714
1481,0.03070315,0.0012003196,77100,0.11623573,0.16960219,0.1923808,0.21725696,0.30452433,0.087381221,0.019166872,40500,0.075580105,0.012374028
1482,0.010077563,0,85500,0.054100055,0.13748643,0.23382927,0.28400406,0.29058027,0.051681567,0.0119193,30900,0.04618812,0.0096031521
30086,0,0,57300,0.1832387,0.19474044,0.23801452,0.20233098,0.1816752,0.038683601,0.0052995281,16200,0.0012705236,4.7483365e-4
1501,0.016626302,8.0202779e-5,52900,0.1943683,0.23754096,0.25599292,0.22012928,0.091968521,0.018393967,0.0023934289,27600,0.013928331,4.8789644e-4
32553,0.018777234,8.2288356e-4,78900,0.084213451,0.15406623,0.22036117,0.26332313,0.27803594,0.079777867,0.01112841,39700,0.055819876,0.008847259
1469,0.037505582,0.0030081144,86300,0.073299572,0.11916897,0.20293257,0.25457177,0.35002714,0.1015997,0.011676306,59600,0.13035209,0.02059079
9635,0.052249581,0.0011722672,66700,0.15013786,0.19120681,0.20280281,0.20142123,0.2544314,0.060615454,0.01202119,46800,0.095719375,0.012994014
1486,0.025294451,6.935079e-5,33400,0.31662732,0.33372256,0.20565793,0.10197551,0.042016495,0.0027796282,5.0522102e-4,29300,0.0057763057,3.4208805e-4
1488,0.01863743,1.3185811e-4,85400,0.077357441,0.14233154,0.19979739,0.25262856,0.32788497,0.10121273,0.016569937,38700,0.068811245,0.016197817
1484,0.015607346,9.7733486e-5,66600,0.1390433,0.18698858,0.2284136,0.25483763,0.19071677,0.029742839,0.0039894343,30100,0.024361718,0.0024912369
1489,0.021649536,4.921162e-4,100500,0.063315511,0.10973342,0.15974638,0.22803575,0.4391689,0.13339213,0.023159029,46400,0.11634572,0.021477804
22187,0.017720211,2.4570749e-5,39200,0.30391607,0.27035162,0.23791648,0.13236345,0.055452362,0.0094033154,0.0034255115,22800,0.012649151,0.0030529948
2464,0.0090163993,1.1151049e-4,88800,0.052423753,0.10818706,0.18686906,0.32603845,0.32648164,0.0860122,0.032612283,37300,0.078483827,0.01250062
19,0.0255091,0.0010827183,80200,0.12964211,0.14418896,0.1846675,0.20025575,0.34124559,0.10193549,0.016573552,33900,0.080467254,0.012971641
2722,0.039781969,0.003079972,113300,0.076365903,0.093862742,0.12761247,0.19168758,0.51047134,0.19682981,0.047085628,63300,0.2285953,0.067350052
5317,0.0053033051,0,67300,0.14158376,0.20054689,0.20826049,0.27485666,0.17475227,0.020973278,0.0026852279,24900,0.008944883,6.5604982e-4
1915,0.013584882,0,71100,0.072559156,0.16323628,0.29210186,0.30504265,0.16705993,0.022824893,0.0038507902,38500,0.04166624,0.010275736
1353,0.0085251462,3.9475836e-4,90600,0.073559597,0.12680106,0.17753358,0.2392278,0.38287786,0.14055201,0.026722632,32700,0.052624125,0.008989973
58,0.012328224,4.4566845e-5,49800,0.23465465,0.24595553,0.22687313,0.17788777,0.11462895,0.01148743,0.001396883,21400,0.0095163342,4.7135336e-4
1916,0.012158751,0,56800,0.17471701,0.22366245,0.27381736,0.22491848,0.10288469,0.010537539,0.0014152108,28600,0.028401297,1.3181023e-4
1566,0.028276326,0,45100,0.23707381,0.26917109,0.21199635,0.18217045,0.099588297,0.0046478496,1.3977512e-4,30900,0.022169018,0.0020449718
34244,0.040602647,2.1042391e-4,27900,0.41854,0.34665793,0.1164262,0.082498118,0.035877854,0.0024554264,7.5852923e-4,23500,9.8063274e-6,9.8063274e-6
22455,0.0042774333,6.775013e-5,35100,0.40457523,0.26689032,0.1957728,0.072403491,0.060358237,0.0091700368,0.0042322995,15800,0.0011493651,8.0930593e-4
23427,0.0012974547,0,50000,0.22952993,0.23964836,0.27397597,0.20279451,0.054051254,0.01051548,2.4775119e-4,16500,0.0098715248,3.2493123e-4
23263,0.01496817,4.8957369e-5,33200,0.36170393,0.322404,0.15496421,0.10185486,0.059072867,0.0032068938,7.0025172e-4,21800,8.2375522e-4,4.0101729e-4
25228,0.020481298,2.3395082e-4,70500,0.12217592,0.15433945,0.2609202,0.28141803,0.18114637,0.011883361,0.0046179127,28000,0.021945005,0.0023190062
9744,0.0058080289,1.6315778e-5,74600,0.063338026,0.15073957,0.27086827,0.36423409,0.15082002,0.021003911,0.0039595659,32700,0.012791794,7.7288703e-4
9226,0.014445205,6.5146131e-4,68500,0.14397457,0.18859139,0.20713031,0.26716179,0.19314209,0.039220866,0.0053689689,34100,0.038513415,0.0057466556
22227,0.0086323805,1.8289687e-5,57900,0.16404101,0.23351333,0.2173326,0.24350123,0.14161167,0.025179643,0.0037797727,21500,0.018782675,0.0053868699
3036,0.0062151663,0,102500,0.036558274,0.092038952,0.14791635,0.28807676,0.43540993,0.1503519,0.021673834,29500,0.069567457,0.011047096
3265,0.012550002,6.3821644e-5,162900,0.022225803,0.049962074,0.086633638,0.16653943,0.67463911,0.38271695,0.10822622,57800,0.21589302,0.052339256
33283,0.021521056,1.8394938e-4,25100,0.49979463,0.30128646,0.14471896,0.023157388,0.031042598,0.010062325,0.0027763094,14400,0.0021917382,6.6220289e-4
1798,0.011643652,0.0014606424,85300,0.048893746,0.11656143,0.22027335,0.3103776,0.30389383,0.042449236,0.010226437,44000,0.059929881,0.014791846
2575,0.013234765,0,86300,0.077550322,0.13326553,0.20080748,0.27334267,0.31503406,0.070593804,0.012240852,39100,0.045158405,0.0076174745
3046,0.034656335,0.0026891793,65800,0.13459419,0.21417238,0.2194877,0.24017638,0.19156943,0.029580828,0.003012595,40100,0.042394742,0.0056273881
2071,0.0085284058,7.7088951e-4,90900,0.05037871,0.10900549,0.1823148,0.31802812,0.3402729,0.037736554,0.0033788548,36500,0.042107057,0.0054179132
3492,0.014443509,0.0021831736,77500,0.065569624,0.13876796,0.26084012,0.32967451,0.20514782,0.022741189,0.0063368576,34500,0.066576503,0.011794622
1253,0.037159514,5.5975106e-5,71100,0.10072254,0.14980248,0.26561975,0.28695971,0.1968956,0.036917746,0.0038235998,37900,0.048413221,0.0058408198
1918,0.009742884,1.7820852e-5,82200,0.065962031,0.1377472,0.22360432,0.29626244,0.2764239,0.061694007,0.0095346607,35000,0.041225046,0.0068099829
23621,0.014656409,4.214044e-4,80400,0.10621342,0.15743063,0.18757267,0.23977512,0.30900812,0.086479925,0.018214229,28700,0.042749796,0.0043712663
3434,0.0069198092,3.7967076e-4,156700,0.022132641,0.047351703,0.089136332,0.15923896,0.68214035,0.35714242,0.10985211,48100,0.14949955,0.046911817
1017,0.019624241,0,52000,0.21807286,0.22766544,0.24029009,0.21775547,0.096216105,0.013671598,0.0024867996,25600,0.011565465,0.0017244995
1443,0.0057063936,1.7490549e-5,71200,0.13185443,0.19447087,0.1934019,0.25857162,0.22170109,0.072308823,0.009764771,21000,0.005427076,3.5846056e-4
4972,0.025818452,0,45600,0.2565257,0.24652897,0.17922252,0.178589,0.13913374,0.011372616,0.0012540499,30900,0.046577346,0.0042927559
3266,0.014403216,0.001964876,83300,0.068104059,0.12422435,0.22852635,0.30785048,0.27129474,0.040984709,0.0050126133,49000,0.10257937,0.021386689
1919,0.012827128,2.3595279e-5,58000,0.14519116,0.24730049,0.28499246,0.23090829,0.091607735,0.012121418,0.0024946542,32100,0.026691655,0.0033018468
2929,0.012200096,3.7945169e-6,84800,0.06982521,0.13368824,0.20206821,0.29208785,0.30233043,0.054620795,0.01182419,37200,0.034717407,0.0049738148
10014,0.019814374,3.6548739e-5,53800,0.18811122,0.20930894,0.26216701,0.2035526,0.13686025,0.021408943,0.0022213249,27400,0.027000561,0.0078666713
2973,0.0057103261,6.1746164e-6,63100,0.14346778,0.20742461,0.23921071,0.28259456,0.12730236,0.010306786,0.0018418408,25300,0.0088974629,5.7913834e-4
8037,0.012115833,2.7550279e-5,68300,0.1345737,0.1818254,0.22368866,0.26479614,0.19511604,0.020643175,0.0018872073,29600,0.018190315,0.0023986842
5389,0.0068818773,4.7591007e-7,73100,0.11707708,0.15982029,0.22135393,0.31784007,0.18390852,0.015530448,0.0012663652,26900,0.013766563,0.00118196
1202,0.01774694,1.1274576e-5,80500,0.11510088,0.16547424,0.18107636,0.22586635,0.31248212,0.062647261,0.0059015811,29800,0.048731051,0.0051179207000000004
22033,0.0098765632,0,75600,0.092716485,0.17403659,0.20797551,0.26411468,0.26115677,0.051235925,0.0057855858,17600,0.009855249,9.3124417e-4
6782,0.013748043,2.8259636e-5,64400,0.13002007,0.19009542,0.26843566,0.2891902,0.12225857,0.010818018,0.0015448767,28400,0.01621497,4.774371e-4
3267,0.012010647,2.5689278e-5,77800,0.059030667,0.1394771,0.25921082,0.32429042,0.21799095,0.051012084,0.0085853869,37900,0.061331358,0.0074053113
1018,0.018336389,4.7174658e-4,53600,0.22807443,0.21570534,0.21301222,0.23293969,0.11026815,0.016600801,0.0026771715,25200,0.021778278,0.0030421405
7871,0.017783968,0,58500,0.14693485,0.21965218,0.28230476,0.24201249,0.10909572,0.013319062,0.001212284,27300,0.013668842,0.0010697017
3194,0.011665585,7.8236233e-5,89000,0.044805583,0.11381292,0.21871711,0.28755254,0.33511183,0.080184989,0.013309986,39200,0.074662916,0.0099866241
3749,0.030900523,4.5480029e-4,107500,0.061455533,0.10718496,0.1463483,0.20575847,0.47925276,0.11705179,0.013030352,56500,0.14937048,0.018859379
1444,0.021565983,0.0012465151,137300,0.051041558,0.081455447,0.11844667,0.16060691,0.58844936,0.31927648,0.096516728,63900,0.24955685,0.072209336
1964,0.014632449,0.0010846436,93600,0.051683106,0.087863028,0.15111993,0.31075642,0.39857748,0.10234786,0.013773615,44900,0.10912853,0.022019867
1445,0.01945704,0.0036364838,195100,0.03188619,0.047883362,0.079672672,0.1138293,0.72672844,0.47898474,0.1779272,84400,0.41259003,0.17520817
1602,0.011395562,2.5142172e-5,95100,0.061524745,0.097447768,0.15489636,0.30235863,0.38377234,0.06501212,0.0094648115,40500,0.048399698,0.0087427897
9507,0.014752206,0,76000,0.082583115,0.17090076,0.22560628,0.30416235,0.21674758,0.029378086,0,29900,0.020833487,4.8372117e-4
1569,0.018577013,0.0015436449,126000,0.032330997,0.069793746,0.1110283,0.20050474,0.58634228,0.20501772,0.032896768,78900,0.31567729,0.068041913
1571,0.018223684,0,62000,0.16684824,0.20672154,0.23180635,0.24225272,0.15237121,0.021795565,0.0025976561,28500,0.01376446,0.0023174831
1562,0.015731594,3.934259e-4,68800,0.13379997,0.20076725,0.19422719,0.20205633,0.26914924,0.065149397,0.0078577511,28500,0.025080465,0.0031539467
5622,0.017360382,7.3109011e-5,47200,0.22605264,0.26358888,0.21965793,0.19436592,0.096334636,0.0046487707,0.0014078516,22300,0.0082606636,1.9888657e-4
1572,0.016830379,2.47085e-4,88100,0.086741522,0.1332307,0.18108703,0.25031221,0.34862846,0.072684869,0.0091389725,40500,0.055629622,0.0075084832
1573,0.018960178,4.7376801e-5,73400,0.12420161,0.18023516,0.21088591,0.2711089,0.21356851,0.023607947,0.0016315548,37400,0.037689142,0.0042024916
1574,0.020784898,4.1543433e-4,82200,0.093061909,0.15606478,0.19085567,0.23306328,0.32695433,0.077714577,0.010490732,38900,0.064461961,0.0096038887
2608,0.02104051,0,83300,0.093659356,0.14660545,0.18060659,0.26798058,0.31114793,0.05725456,0.01305658,41000,0.029726651,4.6593763e-4
8660,0.0098771993,5.0819758e-4,84600,0.07303568,0.12560235,0.19638339,0.34086159,0.26411706,0.023086296,0.0016223835,33100,0.022142086,0.001620444
3268,0.0081598666,0.0012412594,138500,0.018628128,0.051101472,0.11865012,0.19361117,0.61800915,0.31284624,0.10693479,58800,0.21013363,0.055665385
23385,0.032009132,3.3390912e-4,33200,0.38327798,0.29240406,0.18592729,0.075520687,0.06287007,0.01301962,0.0016438183,17900,0.0038110183,4.6735627e-4
1203,0.070821285,0.0018362666,40100,0.32359213,0.22000571,0.1765355,0.14426948,0.13559717,0.02547292,0.0031149168,30500,0.051551498,0.0060916687
3813,0.013810954,0,55900,0.17755176,0.22199185,0.27759323,0.2515066,0.07135658,0.0037803361,0.0010658078,34300,0.058881029,0.011710825
4642,0.007822101,2.6841259e-5,72300,0.09056478,0.17023535,0.23853774,0.3345947,0.16606742,0.0092323776,0.0024123888,28700,0.017084353,0.0024192964
2264,0.0085849315,1.0888089e-4,62200,0.13049451,0.18710655,0.33022255,0.24419478,0.10798152,0.024948798,0.005105339,24700,0.017297562,0.0032236392
1429,0.0081316652,0,80300,0.088888004,0.14502317,0.16569896,0.26100057,0.33938932,0.07078243,0.015572417,44800,0.030468915,0.010147331
3778,0.0080217542,0,121100,0.02698392,0.067326613,0.12614593,0.2291756,0.55036795,0.21897499,0.048732743,54900,0.168501,0.033150863
2153,0.0059589026,0,95900,0.045012005,0.087514594,0.19676216,0.2678729,0.40283841,0.13017561,0.019517448,37300,0.079372451,0.017263604
1575,0.0097842505,0,74100,0.087740406,0.17587569,0.2232098,0.2869691,0.22620495,0.037195947,0.0036105209,29000,0.019930169,0.0017498253
1799,0.010853255,1.4097491e-4,86900,0.04634095,0.1062827,0.21940282,0.32185414,0.30611932,0.078000344,0.015715312,37400,0.045059707,0.0082906745
2073,0.021792538,0.0012531995,106300,0.06165674,0.087811992,0.14445752,0.21879521,0.48727846,0.1935297,0.049457658,41800,0.070734233,0.012210345
1800,0.01632075,1.4111459e-4,73100,0.06753169,0.1560111,0.28825811,0.28637457,0.20182452,0.032133263,0.002054116,30800,0.039820857,0.00664949
1866,0.02081232,9.9865101e-5,77200,0.10816111,0.13026164,0.25433239,0.24488899,0.2623558,0.029149422,5.0522102e-4,39300,0.046597555,0.0055753016
2006,0.046168223,8.0256257e-4,34300,0.34357506,0.29734102,0.16166984,0.11868450999999999,0.078729615,0.0018831691,0,30500,0.028132385,0.0021667774
1074,0.0086436821,8.0859891e-6,90000,0.060822114,0.11891363,0.20013575,0.26933384,0.35079467,0.081122555,0.014545845,36900,0.040622409,0.0087431595
2267,0.0060900594,8.8938999e-5,83400,0.071229242,0.13193375,0.20749478,0.34187618,0.24746607,0.038800996,0.0051920931,30700,0.020524941,0.0030284042
2268,0.0079063745,3.5015645e-4,96400,0.033914097,0.080890924,0.17999315,0.3326261,0.37257573,0.062824883,0.0075208489,41300,0.056797836,0.01095642
1867,0.015049594,0,71800,0.078206643,0.19584495,0.23835677,0.30238351,0.18520811,0.025057722,0.0061006295,38900,0.030927271,0.0021897769
3779,0.019774305,0.0011498226,58600,0.17846781,0.18915057,0.26214087,0.26412264,0.10611808,0.0079033161,1.8070567e-5,28400,0.024856491,0.0027867104
3570,0.017737901,0.0012216239,66900,0.14582406,0.17524236,0.24809267,0.26088896,0.16995189,0.016434638,0.0055848635,31200,0.034903884,0.0082318764
6977,0.021709193,0,77300,0.11967289,0.13938655,0.19754833,0.37158293,0.1718092,0.014483553,0.0029440625,28800,0.051186379,0.0025264996
9314,0.013854538,0,54300,0.21464956,0.20850509,0.30290788,0.19156154,0.082375906,0.015100183,0.0037643092,24200,0.0097624045,0.0013825584
3687,0.015690058,2.0058277e-4,93200,0.085614152,0.13174905,0.16499168,0.26036537,0.35727978,0.10983259,0.021846453,31200,0.034863476,0.0023825921
3780,0.012210589,2.8904484e-4,90200,0.061002646,0.10185105,0.18798324,0.33650726,0.31265587,0.030625761,0.0058752657,35900,0.044781227,0.0045978902
2169,0.0085102376,0,69100,0.12194675,0.18267559,0.25795612,0.26884842,0.16857314,0.021520847,0.0028466335,26800,0.016404362,6.2494515e-4
2930,0.0058948286,0,95400,0.055818897,0.10566832,0.17298633,0.28990451,0.37562186,0.10331786,0.022706317,37200,0.055446886,0.0053586755
1684,0.014662865,8.6204825e-5,80000,0.058752801,0.13540208,0.2471402,0.3246237,0.23408133,0.038822565,0.0050706794,33800,0.047500733,0.0054029748
3991,0.012220022,0,64600,0.14796117,0.20004231,0.22753048,0.25973937,0.16472667,0.025797334,0.002583869,26800,0.011492204,8.631759e-4
