SUPER_OPEID,mr_kq5_pq1,mr_ktop1_pq1,par_median,par_q1,par_q2,par_q3,par_q4,par_q5,par_top5pc,par_top1pc,k_median,k_top5pc,k_top1pc
30955,0.020033944,1.8909488e-5,29000,0.44357517,0.32679018,0.14371076,0.05970677,0.026217192,0.0069649424,4.1586254e-4,19700,0.013031097,0.0019814558
3537,0.014363836,0.0019969451,101000,0.052441355,0.10103199,0.16393574,0.25824007,0.42435089,0.12660472,0.023049099,40100,0.10058448,0.028367676
1541,0.014857335,9.9537033e-4,66000,0.15455516,0.18715858,0.22549702,0.23676255,0.19602653,0.033044621,0.0025202818,32500,0.02852213,0.0063849776
7531,0.01635739,0.0013608988,92300,0.093524233,0.12291715,0.1753495,0.21152514,0.39668405,0.14739551,0.035681199,27400,0.087273344,0.014030807
1345,0.018844681,3.1015468e-5,67200,0.12922439,0.1855039,0.24842876,0.26087633,0.17596665,0.024887405,0.0031467152,34100,0.030641153,0.0058325916
2666,0.032585073,0.0026125547,96300,0.087048024,0.12853861,0.15643388,0.22986455,0.39811498,0.10392397,0.023863256,50700,0.10178581,0.014892664
2860,0.0099409306,2.8334616e-5,69900,0.11428819,0.17760713,0.25521886,0.29444924,0.1584366,0.015902614,0.0019229873,30300,0.024216836,0.0031722626
2234,0.0095646288,4.2307722e-5,88500,0.060760289,0.11535594,0.20081325,0.28132689,0.34174353,0.072932914,0.011504383,40300,0.038714342,0.0035677333
11484,0.020172881,9.7403383e-5,78100,0.025902087,0.11116548,0.25450274,0.40800014,0.20042956,0.015591938,0.0014379369,24300,0.0014649497,0.0010896478
31275,0.031438664,6.4966553e-5,57200,0.15953134,0.21892074,0.26273358,0.2235292,0.13528517,0.010344932,0.0024579081,33900,0.016487939,0.0038512966
31155,0.037858434,7.6385069e-5,62900,0.12763435,0.21570545,0.2254377,0.27373475,0.15748784,0.016315293,5.8265973e-4,39200,0.026672954,7.6833158e-4
1542,0.014744159,8.4282074e-5,97200,0.072003044,0.12996751,0.15526837,0.226091,0.41667008,0.11762413,0.012381608,38900,0.073669724,0.015001114
10056,0.017105054,0,64100,0.20115341,0.19178109,0.18350492,0.26164183,0.16191886,0.012990623,0.0015426408,25200,0.0078072478,3.422593e-4
1002,0.0421931,7.2911417e-4,44500,0.24356118,0.26432449,0.19608772,0.17628771,0.11973897,0.0090836408,1.7934357e-4,32900,0.023782138,0.0025651255
1034,0.030778091,0,44300,0.29389939,0.22918545,0.16352981,0.21245942,0.1009258,0.012100537,0.0035938015,24300,0.0158152,0.0025435083
5463,0.0044741882,0,61200,0.13409744,0.21639305,0.24086517,0.25753823,0.15110618,0.020127453,0.0022421419,25100,0.012039339,0.001604563
37,0.02440845,9.9358942e-5,50600,0.21751642,0.24149129,0.21906626,0.19534898,0.12657699,0.018594263,0.0027724218,29800,0.022791557,0.0028615778
2885,0.033575334,1.0010065e-4,95800,0.039403558,0.10187934,0.18648764,0.27667844,0.39555106,0.041671876,0.0019784023,115800,0.69074345,0.10475121
1544,0.025794942,0,43800,0.2330108,0.28163674,0.21580002,0.1759358,0.093616597,0.007332874,9.4723084e-4,31900,0.017631337,0.0024892907
5601,0.014374671,0.0010685681,29200,0.44530651,0.28822574,0.13613243,0.091694914,0.03864035,0.0062040873,5.9043104e-4,15800,0.0050777737,0.0017936274
1374,0.055204768,3.8160928e-5,68600,0.12973523,0.16373675,0.24205586,0.23975486,0.22471726,0.049870253,0.0035828911,43400,0.045220874,0.0071068755
2235,0.0068131848,1.1605809e-4,120700,0.022652306,0.069142476,0.13488385,0.23832628,0.53499514,0.17897189,0.029275218,48900,0.11018217,0.030884888
3229,0.013705797,4.2539839e-5,89000,0.051434021,0.1267895,0.2036522,0.29418346,0.32394081,0.055048574,0.013267925,47300,0.096633479,0.017509378
3806,0.027365765,1.7945115e-4,59500,0.12749578,0.234915,0.28003561,0.23765394,0.11989974,0.021652492,3.0873786e-4,37800,0.042427003,0.0036570299
2668,0.014770933,5.0702543e-5,90800,0.065330885,0.12035545,0.19156954,0.26581183,0.35693237,0.089041352,0.018995715,44600,0.10137612,0.015507132
1111,0.019464159,5.7610676e-5,65700,0.1408916,0.18905991,0.23496437,0.25687888,0.1782054,0.02819534,0.0046700099,30800,0.030962626,0.0022870153
2057,0.019646211,8.248767e-5,57900,0.15657392,0.22410621,0.29169142,0.22855283,0.099075511,0.017396485,0.0013568602,32400,0.01185331,0.0019602762
3230,0.013434455,0.0022298899,102800,0.037381232,0.078848675,0.1665498,0.288313,0.42890722,0.13671601,0.026483722,52500,0.13760704,0.020971578
1901,0.011012558,1.4752766e-5,65000,0.10632455,0.19791794,0.28203198,0.26905611,0.14466943,0.0126484,0.0021913617,29700,0.013878506,0.0016536412
2236,0.011659105,8.1647879e-5,98200,0.050117996,0.095352128,0.17640549,0.28018877,0.39793569,0.10735939,0.016617836,48000,0.10770454,0.017990522
2237,0.015276693,7.3756812e-5,60600,0.15903667,0.1923676,0.28650403,0.2348613,0.12723048,0.020579832,0.0022387351,32500,0.0088547245,0.0015408539
30321,0.022791615,8.0573096e-5,35700,0.37032306,0.25208858,0.22068323,0.1103714,0.046533782,0.0094535854,5.0522102e-4,14500,0.003702055,5.010984e-4
3233,0.021852216,0.0015355652,84300,0.066485949,0.14129101,0.21616477,0.31234124,0.26371697,0.043267734,0.0082580233,41800,0.032304853,0.0064072972
3832,0.026607819,0.0021274139,65600,0.15033281,0.19734082,0.22081539,0.27449477,0.15701626,0.024885833,0.0051247831,33200,0.018089384,0.0039340062
3539,0.017735526,0,84500,0.092303403,0.13839598,0.18687269,0.29412159,0.28830639,0.036763832,0.0027401899,36600,0.065999351,0.0045758113
3540,0.019522574,4.4673376e-4,58500,0.16241902,0.22502606,0.22983143,0.24252202,0.14020148,0.02017108,0.0030104513,31000,0.031043526,0.0035642476
22418,0.019744419,5.2231022e-5,30400,0.41461432,0.28462368,0.15968955,0.09054707,0.050525419,0.0056861457,0.003104616,25700,0.0083429962,0.0012691267
3963,0.014345624,6.480459e-5,66000,0.081016317,0.1941523,0.29171199,0.30712795,0.12599143,0.024251265,0.0031229595,38700,0.019579316,0.0047570188
21136,0.026364811,7.1773422e-4,44700,0.26033288,0.25847679,0.22258297,0.16052973,0.098077446,0.018535789,0.0048899432,22100,0.025029453,0.0028017112
2114,0.026896371,0,68700,0.1455442,0.1995191,0.18894041,0.25597811,0.21001817,0.027052341,0.0058969348,41900,0.038248006,7.3011965e-5
7572,0.0070262402,8.0601341e-5,88800,0.06849435,0.13463777,0.18843894,0.26431316,0.34411585,0.063715003,0.010904926,26000,0.0092863366,0.0060805362
3726,0.0096918242,0,38300,0.29305914,0.2959623,0.2585285,0.11077217,0.041677851,6.759502e-4,6.759502e-4,17800,0.0037903727,0
1434,0.012844238,0.001853017,135700,0.035309114,0.066071384,0.10890936,0.17679563,0.61291456,0.2953482,0.087893449,59100,0.18462574,0.037534747
2115,0.019616831,0.0026926997,181300,0.042215958,0.059988361,0.094621271,0.097151466,0.70602298,0.43920442,0.16812453,69300,0.34223711,0.14266573
1784,0.0064542824,0,61300,0.10462378,0.20454895,0.28308892,0.27075192,0.13698658,0.014519827,7.2867639e-4,28900,0.0063517257,0.0024717334
1785,0.0071356744,0,88400,0.052718632,0.098190263,0.21165113,0.30204177,0.33539814,0.076988913,0.015878981,34900,0.046504445,0.005822205
3418,0.011968425,0.0015029223,75900,0.085361473,0.14384307,0.23654573,0.31470928,0.21954045,0.040539686,0.0045231064,32600,0.026519183000000002,0.0064617759
2238,0.02404573,1.1535617e-4,73900,0.093424968,0.17074327,0.23247668,0.26152712,0.24182813,0.079211667,0.017232016,37200,0.085771747,0.026903166
6661,0.023021303,0.0015361842,45900,0.26211667,0.24923988,0.22263774,0.16984451,0.096161284,0.0084043611,7.3561317e-4,25100,0.032426782,0.0041477913
3541,0.021094922,2.7260143e-5,68400,0.11666122,0.17981094,0.25133204,0.27265513,0.17954072,0.025186485,0.0039096288,38500,0.068148337,0.0089533003
2117,0.01695396,0,90400,0.050080616,0.12086296,0.18476796,0.30326933,0.34101921,0.039577294,0.011772706,40700,0.043243948,0.0053379745
2058,0.012353074,1.5035046e-4,91100,0.062969223,0.11771846,0.18344226,0.2818532,0.3540169,0.051149484,0.0066581201,36000,0.042912256,0.0031433438
1113,0.019280404,4.2189855e-5,66600,0.1640186,0.1747461,0.21986827,0.26280379,0.17856315,0.01237582,0.0015970431,25700,0.037782114,0.0021966742
24,0.013152837,1.2088214e-5,41100,0.26990733,0.29609391,0.21190222,0.15714025,0.064956464,0.003681906,7.071282e-4,23100,0.0056407433,0.0014273926
111,0.031372156,0.0014363329,56900,0.18898329,0.22520447,0.19635898,0.206406,0.18304738,0.024670025,0.0037734185,32200,0.048262648,0.0075783907
12891,0.011797697,0,37200,0.32667789,0.23901823,0.167437,0.16681309,0.10005391,0.0068783495,0.0017223728,19300,0.0026860689,7.325357e-5
2906,0.0054004826,2.5323287e-4,105900,0.035452351,0.080750085,0.15510227,0.26795709,0.46073815,0.12419733,0.022165755,39100,0.064532198,0.0090422966
2239,0.0058400971,0,94800,0.034027312,0.069324307,0.19141719,0.33323264,0.37199861,0.10534691,0.024719775,39300,0.064863272,0.0069484524
1346,0.0094596641,5.0399707e-5,93800,0.057288367,0.10765015,0.18125501,0.2872293,0.36657712,0.076366432,0.0094298264,31700,0.030821722,0.0033605185
3235,0.019300634,0.0021601759,92200,0.057861663,0.11233881,0.17448887,0.28678066,0.36853001,0.093165353,0.02883395,44900,0.081299633,0.021890296
21799,8.5495313e-4,1.5065516e-5,84000,0.066442594,0.12116543,0.20721751,0.3563576,0.24881685,0.051168609,0.0065437625,29700,0.0039946064,3.0981455e-4
35,0.015779939,6.3379592e-4,110700,0.049298476,0.091322883999999993,0.14336164,0.21804741,0.49796966,0.18678544,0.040208273,46300,0.13212863,0.027932396
1071,0.024497749,3.0938467e-5,38600,0.27479175,0.30698606,0.19870323,0.13221259,0.08730644,0.0093864594,9.9557207e-4,28000,0.018867239,0.0015683383
12860,0.017940748,0,37100,0.30776921,0.26734823,0.20595385,0.1477963,0.071132414,0.008015804,0.0020554406,23400,0.017111115,0
1090,0.023571217,6.898779e-4,60800,0.15929386,0.21508323,0.23135127,0.23489296,0.1593788,0.029029256,0.0039503244,34500,0.05147893,0.008594051
1091,0.015625553,5.1987596e-4,63100,0.13748597,0.19968632,0.27161276,0.26908267,0.12213245,0.016830433,0.0025216953,29500,0.025975022,0.0026199855
1089,0.021171754,0.0013752948,63200,0.13475393,0.20664361,0.24561308,0.24438335,0.16860601,0.035590872,0.0041111042,35100,0.054797351,0.008687106
1546,0.018230883,0,76000,0.097965747,0.15212697,0.22934861,0.28047365,0.24008495,0.029803272,0.0047960868,34600,0.036745992,0.0048587518
1116,0.04573692,0.0030611865,84800,0.14908856,0.13026695,0.16527221,0.14875817,0.40661412,0.13101596,0.0190461,42800,0.1679776,0.044223964
20789,0.017068015,9.5852511e-4,74200,0.12620264,0.19818161,0.18435763,0.22651473,0.26474324,0.070709988,0.0093230279,29600,0.023866022,0.0046546161
10195,0.024526617,4.9750443e-4,55400,0.19660527,0.23544908,0.19644086,0.17487334,0.19663151,0.055973586,0.010250747,25700,0.031832192,0.0044263215
21171,0.027079023,0,58000,0.1710009,0.23132083,0.18362622,0.19914369,0.21490842,0.055374648,0.0094065992,30300,0.037496332,0.0019921535
25256,0.026066655,0.0027317186,45900,0.24446349,0.27279875,0.20058748,0.14373477,0.13841546,0.026244655,0.0042415299,26900,0.023902819,0.0054367869
8350,0.015021494,0,68000,0.12081274,0.1879444,0.23388436,0.22407617,0.23328224,0.041935313,0.0080526853,27900,0.02911807,0.0023459373
40513,0.0080154333,0.0015438952,73600,0.10486931,0.15116869,0.23352289,0.26568705,0.24475214,0.0455461,0.0093224077,32300,0.016655652,0.0032648817
7470,0.017201809,4.5503778e-4,63800,0.14400798,0.20377597,0.23728739,0.24065527,0.17427336,0.035929788,0.0042240471,26100,0.018499229,0.0037507252
7819,0.016963538,0,78400,0.0895807,0.12644061,0.22598422,0.28031215,0.2776823,0.085430928,0.014459277,25200,0.025434997,0.0028555337
22913,0.019988999,1.5326147e-4,78700,0.10604829,0.1473549,0.20803979,0.25033227,0.28822473,0.067235939,0.011557503,29000,0.031871255,0.0039648167
25578,0.0068467343,2.0694381e-4,74500,0.052165158,0.15882942,0.26292184,0.34945276,0.17663085,0.019797837,0.0058276546,30800,0.0062089772,0.0054272525
10248,0.0063791838,0,77200,0.082090713,0.18513568,0.23528259,0.27445707,0.22303404,0.050551452,0.0076246243,33400,0.032486606,7.4029295e-4
1952,0.0078622261,0,91700,0.034568813,0.10000917,0.20759381,0.29563022,0.36219794,0.086506188,0.016013799,33800,0.039483234,0.010367583999999999
4033,0.0075758062,4.7464788e-4,62200,0.13436407,0.2064983,0.26530689,0.24924479,0.14458595,0.023227878,0.0032896162,25000,0.012698408,0.0015122743
3012,0.0056378758,6.794582e-4,84600,0.048849329,0.11207296,0.22193652,0.3327865,0.28435469,0.059984148,0.011585776,39200,0.050113596,0.0066625909
11150,0.0062271683,8.5644366e-5,83300,0.062092416,0.1352624,0.2002809,0.33233815,0.27002603,0.027788699,0.0016501355,31500,0.01808065,0.0055330084
2118,0.008881609,1.1498967e-4,120100,0.020878509,0.047466483,0.11110987,0.25913462,0.56141055,0.12357186,0.020419598,57500,0.13095921,0.02167441
5600,0.010042151,5.7526916e-4,57200,0.1823277,0.21857916,0.23473977,0.21675253,0.14760095,0.028227892,0.0035242171,25300,0.0084612714,0.001679223
12165,0.013703366,1.9487614e-5,38900,0.25633019,0.2941758,0.21308851,0.14442447,0.091980964,0.0083341245,0.0024765516,23800,0.012360545,8.4821525e-4
8543,0.014392436,7.8294222e-5,32000,0.35970023,0.32100338,0.18627292,0.093206197,0.039817292,0.0044054361,5.9078558e-4,18000,0.009910644,8.3347235e-4
2596,0.014002528,0,60000,0.14717254,0.23104146,0.21472572,0.23407361,0.17298672,0.019158566,0.0024944849,26500,0.02166936,7.8130676e-4
1009,0.010658238,8.828335e-4,123200,0.033321194,0.064371884,0.11819929,0.21223828,0.57186937,0.21414059,0.048533924,47300,0.1296384,0.028522201
8310,0.024405176,9.9311746e-4,73600,0.13526307,0.16409531,0.19783634,0.2816475,0.22115785,0.034194719,0.0041197911,35400,0.029767213,0.0030795035
2334,0.012930907,0.0010610255,99100,0.040241987,0.083344162,0.18009207,0.29011959,0.40620214,0.13233477,0.04157313,49000,0.08343675,0.016457066
5599,0.0079094386,3.9525938e-5,46700,0.26411942,0.23573224,0.21553653,0.19359024,0.091021627,0.0090432987,0.0012600623,22800,0.011680897,0.0017080907
1633,0.0099985851,5.2611413e-4,114300,0.021307478,0.054624543,0.1313865,0.27298123,0.51970029,0.13867149,0.025780028,53700,0.14032486,0.035872668
3458,0.0044448045,1.2398019e-5,93200,0.027987961,0.10647672,0.20369671,0.30488238,0.35695621,0.10625104,0.022330653,44200,0.10517872,0.03137929
1634,0.01104902,6.8198115e-6,87100,0.073590219,0.14753531,0.16727966,0.31143209,0.30016261,0.043795265,0.010353565,43500,0.055784278,0.0052925353
3543,0.022787016,0.0011001534,109300,0.057600904,0.086529933,0.16222641,0.22647347,0.46716928,0.17718829,0.033268224,49700,0.15712738,0.055502415
12015,0.015076135,1.552629e-4,77100,0.10691411,0.16829526,0.19980496,0.23635086,0.28863478,0.070040353,0.012661423,32100,0.039173618,0.0069872034
3478,0.013754671,6.3322921e-4,66600,0.11998721,0.19676976,0.25377014,0.27990785,0.149565,0.019214438,0.0026745026,33500,0.033531729,0.004476971
11621,0.013717722,5.9608929e-4,74600,0.087445766,0.16448143,0.21618362,0.29837099,0.2335182,0.029222453,0.0010598424,39900,0.020510824,0.0015252702
121,0.0063103498,3.3733057e-5,83400,0.085245445,0.13009679,0.18964736,0.29160571,0.3034046,0.064603969,0.010840688,21400,0.0030854356,6.4501941e-4
26009,6.450818e-4,5.529838e-5,63000,0.1494955,0.20765233,0.2153046,0.16921966,0.25832793,0.054369777,0.0010685164,16200,3.1932964e-4,3.1932964e-4
3702,0.0058118408,4.4691984e-5,65400,0.081789628,0.22231771,0.24828915,0.23627436,0.21132918,0.027714718,0.0074080219,35500,0.04458553,0.0081470869
2449,0.0052561383,1.2672017e-4,88200,0.065208554,0.12505151,0.19988945,0.30212253,0.30772793,0.07180237,0.016284375,44800,0.057150856,0.014952013
1117,0.015201175,4.7374007e-5,103700,0.049204983,0.089086533,0.16501208,0.22265151,0.47404495,0.16166498,0.03111719,42100,0.087468453,0.012462816
2121,0.027997315,0.0042740521,140500,0.041080918,0.069346882,0.095390707,0.1734544,0.62072706,0.34550944,0.11375799,95300,0.46762216,0.17773013
11074,0.016029309,1.3919888e-6,35300,0.32756332,0.27436528,0.15628642,0.17214383,0.069641277,0.0055502048,0,21900,0.0073192907,0.0023320755
4673,0.0089912629,2.366853e-4,61400,0.16952464,0.20383364,0.23135038,0.25376275,0.14152855,0.014042947,0.0019682904,22500,0.011552081,0.0010066687
1903,0.01278977,0,96200,0.034607053,0.10425127,0.193275,0.28342211,0.38444459,0.081486762,0.010814402,45800,0.097818114,0.013763992
3014,0.011461781,1.6959722e-5,89200,0.037171356,0.099473953,0.20642917,0.34359634,0.31332919,0.062831059,0.0088701751,46100,0.088781253,0.015746547
1786,0.0077425609,3.9037518e-4,94900,0.045373358,0.093577623,0.18002766,0.31046122,0.37056011,0.063857675,0.0092514521,40100,0.051602479,0.008853795
32963,5.2996428e-4,4.0419996e-5,70600,0.085807435,0.18123537,0.25062642,0.30083659,0.18149416,0.026317587,0.0023371696,19500,7.0659985e-4,7.0659985e-4
13208,0.024323437,6.68149e-5,67700,0.11958838,0.20061697,0.27920136,0.25634891,0.14424445,0.024374256,0.0037964552,27100,0.018217867,0.0040888283
2670,0.0051051322,0,67500,0.0615445,0.17483094,0.33367464,0.26281899,0.16713096,0.026682122,0.0068406751,23500,0.018709039,0.0019727473
2671,0.015318513,0,117900,0.064892881,0.093774498,0.13329877,0.17579781,0.5322361,0.26562557,0.075858153,30900,0.061754748,0.013353713
2708,0.034545787,0.004341159,148000,0.065402597,0.08757998,0.092271917,0.12810346,0.62664211,0.37600601,0.12618665,56300,0.21107487,0.067330688
1466,0.035723217,0.0012793358,69500,0.15535042,0.20304297,0.16312259,0.19752297,0.2809611,0.093466327,0.028029114,39200,0.060202476,0.011038095
1119,0.034888964,0,58000,0.18924633,0.21273528,0.25815755,0.23362489,0.10623594,0.004419426,8.3232776e-4,28700,0.026461033,0.0028290816
2908,0.0054118219,7.7370591e-5,87500,0.074892856,0.14685634,0.1814004,0.27825874,0.31859165,0.079460077,0.012907856,39300,0.032287873,6.1525032e-4
4608,0.026786702,0,52600,0.18634379,0.24428117,0.27458453,0.21835339,0.076437101,0.0095347147,9.2841208e-4,31600,0.021852741,0.0010002684
2036,0.0075810608,8.6732709e-4,176900,0.018359207,0.047235712,0.07726942,0.16423874,0.6928969,0.43707693,0.13819,55900,0.20628333,0.070174351
5306,0.017563809,0,65000,0.11937842,0.18868415,0.27706867,0.25594157,0.15892726,0.017028369,0.0021618092,29900,0.03137093,9.4773353e-4
2240,0.0068198536,6.0836886e-5,64800,0.14342722,0.17121077,0.28405613,0.2962563,0.10504974,0.0060412213,0.0029567366,27200,0.012946777,0.0019034822
2122,0.017043661,2.3049421e-5,84100,0.059767347,0.15337735,0.21748722,0.3082934,0.2610746,0.027711151,1.5798859e-4,35800,0.0355778,1.1030359e-4
3965,0.016086888,4.1379197e-5,55000,0.20492889,0.21655257,0.2111169,0.22064322,0.14675841,0.033292588,0.0019497114,25300,0.013123874,7.3402072e-4
3545,0.013736501,0.0013184855,132400,0.040205304,0.072580665,0.1105746,0.18152407,0.59511542,0.27677065,0.059036355,50300,0.18077478,0.050288547
8558,0.010546853,1.3056059e-5,46400,0.25968102,0.23882288,0.24467394,0.17269658,0.084125534,0.010910335,0.0010721743,22200,0.010296951,3.5713587e-4
2123,0.0089575732,1.1481462e-5,75500,0.093802117,0.14924544,0.23342985,0.28422585,0.23929676,0.037843436,0.0041192984,33100,0.019955063,0.001741868
12670,0,0,81700,0.10138923,0.14717148,0.19945383,0.25955698,0.29242846,0.047200754,5.0522102e-4,29800,0.0041194754,4.5197917e-4
2397,0.031970855,0.0031625619,77300,0.12699437,0.15051255,0.19013491,0.25063062,0.28172767,0.047421843,0.0074887886,32200,0.033603948,0.012978719
1954,0.009435893,0.0014471898,98200,0.030137699,0.099050149,0.16030817,0.30371743,0.40678659,0.10376317,0.022551276,46700,0.090881169,0.015245063
3769,0.014904987,3.8336153e-4,97000,0.064948902,0.10525785,0.15919451,0.26506791,0.40553087,0.1012628,0.020128325,37700,0.069438621,0.0087676123
9743,0.0098948237,3.8888604e-5,73100,0.078210875,0.16353154,0.24422197,0.30538797,0.20864762,0.030651638,0.0050303075,40000,0.050438672,0.0028142284
4999,0.011806679,0,63900,0.12366497,0.19517104,0.26164857,0.27931419,0.14020118,0.021297161,0.0049137436,25800,0.038631167,0.0040734103
2910,0.014704109,0,97900,0.049032427,0.1176239,0.17148899,0.25387913,0.40797555,0.11140217,0.019279256,38100,0.04330083,5.0076435e-4
9941,0.015891062,2.5101481e-5,53000,0.1811984,0.25555131,0.27200943,0.2297046,0.061536305,0.0069382405,5.5610627e-4,26800,0.027016658,0.0027670374
3479,0.0057811551,2.7081056e-5,116700,0.029190464,0.076907694,0.13428703,0.22944981,0.53016496,0.19320682,0.042939048,37900,0.086759068,0.019064123
3835,0.0090190554,0.0014354236,109800,0.037870955,0.080854058,0.13371772,0.25324389,0.4943133,0.15779327,0.027448835,40600,0.070832789,0.013553839
10256,0.010532828,1.5380455e-4,90200,0.057753913,0.090713404,0.17383659,0.32969344,0.34800273,0.054995086,0.0066910177,43400,0.067551419,0.0056473673
1767,0.01114781,0.0015505418,104500,0.029397815,0.08072646,0.16113032,0.28248596,0.4462595,0.1067653,0.025321854,54800,0.1303563,0.040784709
2911,0.03884872,0,50000,0.18299079,0.26519382,0.22911239,0.19127971,0.13142341,0.01232071,0.0030557732,33400,0.014224451,2.3486291e-4
3682,0.0092656333,0,99200,0.091063254,0.12222127,0.16967249,0.18352224,0.43352085,0.19368988,0.04999315,19700,0.012912014,5.2463071e-4
2124,0.029418632,0.0023907071,119600,0.048559688,0.073758304,0.13549805,0.1938976,0.54828644,0.19987799,0.046308782,79800,0.33897567,0.085626543
4736,0.03056114,3.8270609e-4,72000,0.135021,0.17914146,0.19349115,0.2161267,0.27621973,0.050190412,0.0067213117,33900,0.053378049,0.0041086371
7394,0.057736836,1.5495538e-5,42500,0.27447081,0.26147249,0.20392153,0.14668693,0.11344807,0.021811465,0.0053121299,36500,0.039934117,0.0056735133
7502,0.040182311,4.408383e-5,51200,0.20836933,0.23550016,0.21620926,0.19026476,0.14965653,0.024266547,0.0036599361,37600,0.044283684,0.003834717
2126,0.0071860002,0,119300,0.03667951,0.071074717,0.14784858,0.20359021,0.54080695,0.23357026,0.053947117,27400,0.055419303,0.0070821913
2167,0.013643686,0,66000,0.11552469,0.19932398,0.24099447,0.26662785,0.17752902,0.041900624,0.007038217,28700,0.019707212000000002,8.9582434e-4
1554,0.012153942,1.7312352e-5,103100,0.039542001,0.071102396,0.15030722,0.28785124,0.45119724,0.13433564,0.015749833,43400,0.10290874,0.015929099
7947,0.024971057,0.0024621512,91100,0.18245932,0.096590377,0.13637902,0.18239054,0.40218073,0.17868142,0.059619229,20900,0.1108598,0.029981282
3808,0.020469109,7.4275551e-5,77600,0.074241281,0.12690815,0.24968451,0.32575864,0.22340754,0.020814667,0.0019767336,42400,0.068616249,0.013743405
1904,0.011337067,0,73700,0.061025929,0.171433,0.26085514,0.28421336,0.22247249,0.051611453,0.0040676617,39800,0.063649528,0.010082951
2337,0.0080154454,4.6385771e-6,76000,0.069232777,0.13762766,0.288894,0.26969922,0.23454633,0.035539657,0.0011509451,35500,0.029970881,0.0086301938
1787,0.0062512481,0.0012477877,81300,0.055091243,0.14032079,0.23485479,0.31393597,0.25579718,0.054105595,0.019613702,31500,0.04007886,0.0054700114
3480,0.016350059,5.3677206e-5,54700,0.19760934,0.22052024,0.22514582,0.22328325,0.13344137,0.012637184,0.0064282161,34500,0.063086182,0.011043686
9058,0.0049796971,0,100000,0.030818749,0.075517684,0.17200339,0.29356289,0.42809734,0.14736313,0.025483387,40200,0.093623601,0.016841896
1467,0.02163641,7.0826507e-5,43000,0.23405242,0.30712131,0.21520023,0.15905504,0.084571004,0.010411766,5.5840914e-4,32500,0.019975666,0.0022645611
5733,0.018274268,4.2225857e-4,50100,0.21799783,0.22187458,0.25655973,0.2110198,0.092548169,0.011000494,0.0010990229,26400,0.020939905,0.0027342299
3770,0.016156642,0,64400,0.13131535,0.19513029,0.26995945,0.25468522,0.14890969,0.035265792,0.0019413744,31700,0.031181643,0.0038203222
2836,0.050876305,0.0045423191,104400,0.094252944,0.11719069,0.12297519,0.20344435,0.46213686,0.097712338,0.0064435373,65700,0.2411664,0.061370671
1122,0.017981296,5.8477603e-6,95300,0.06932281,0.095133349,0.17216668,0.23579612,0.4275811,0.15621874,0.03170165,35700,0.081335641,0.015338795
1012,0.010045541,0.0012567379,137900,0.036849562,0.051915638,0.11123131,0.18059084,0.61941266,0.30836263,0.09232422,48100,0.16522218,0.055486456
1030,0.022677038,3.1469041e-5,31400,0.4087936,0.25441545,0.15744595,0.11975794,0.059586972,0.0076093706,5.9725042e-4,20400,0.012264558,8.2694762e-4
2988,0.025194777,8.3522825e-4,68300,0.10096104,0.19347256,0.25424245,0.31216872,0.13915527,0.022322137,0.0036277466,40400,0.069019333,0.0086087557
1638,0.009117444,0,74000,0.10202144,0.1555862,0.23834854,0.32514715,0.17889673,0.018598547,0.0017514183,30500,0.020522881,0.0011040056
20522,0.015093985,7.2550167e-5,41100,0.25216055,0.30281767,0.2407099,0.15727182,0.04704012,0.010343979,0.0019970532,23600,0.014040493,2.2752941e-4
1639,0.012327814,6.659393e-5,65800,0.10921099,0.15281013,0.27107164,0.31295052,0.15395674,0.028760746,0.0047705751,41300,0.017659472,0.0046285931
5390,0.0075817988,0,73400,0.089690968,0.14725779,0.25822973,0.3366639,0.16815765,0.014779165,0.0014294833,28700,0.013779282,0.001843675
7987,0.017499207,2.2241786e-5,36100,0.31386399,0.27033222,0.18793656,0.18026845,0.047598764,0.0039543486,0.0022330808,19500,0.0012635209,3.3221461e-4
3549,0.015617048,5.9296371e-4,83400,0.10325624,0.14475623,0.18479444,0.24854617,0.31864685,0.080096029,0.010502893,37100,0.072351746,0.013647472
2597,0.060373791,0.0014765193,40800,0.26851264,0.30728924,0.21232587,0.12443389,0.08743836,0.0084965676,1.7513699e-4,35600,0.026875686,0.0059619239
3315,0.015696971,2.4414656e-4,89800,0.056313001,0.10426985,0.19927867,0.31310701,0.32703152,0.044878766,0.0038807201,45700,0.062599637,0.0063396045
3186,0.013405612,4.4301811e-5,61400,0.11905647,0.23350856,0.2593506,0.2908524,0.097231932,0.0077769002,0.0010427504,27500,0.021112943,0.0036626842
9684,0.011855221,0,60800,0.12863873,0.19622417,0.31702027,0.24787146,0.11024544,0.016393024,0.0052544423,22600,0.010076499,6.2372338e-4
6819,0.014160412,1.6050079e-5,71600,0.10346772,0.16570133,0.25103813,0.27466518,0.20512776,0.029277217,0.0027264233,31000,0.02131301,0.0021034924
3809,0.011984185,7.5255329e-4,54700,0.18389632,0.22701174,0.28429633,0.21955536,0.085240379,0.0074684746,0.0011771346,24800,0.02161712,0.0030754162
3016,0.0015012556,2.8223752e-5,77100,0.029008986,0.13370867,0.24900319,0.39579302,0.19248623,0.013452594,0.0037031902,42400,0.048077874,0.0081111174
